PROJECT_NAME;LA_TRANSFIGURACION;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AUTHOR;DMP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DATE;26/06/20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEVICE;DUETTO 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WIDTH;3020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEIGHT;4456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NUM_SAMPLES;165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
X;-; 81,000000; 310,000000; 615,000000; 916,000000; 1217,000000; 1517,000000; 1827,000000; 2133,000000; 2443,000000; 2753,000000; 2982,000000; 81,000000; 310,000000; 615,000000; 916,000000; 1217,000000; 1517,000000; 1827,000000; 2133,000000; 2443,000000; 2753,000000; 2982,000000; 81,000000; 310,000000; 615,000000; 916,000000; 1217,000000; 1517,000000; 1827,000000; 2133,000000; 2443,000000; 2753,000000; 2982,000000; 81,000000; 310,000000; 615,000000; 916,000000; 1217,000000; 1517,000000; 1827,000000; 2133,000000; 2443,000000; 2753,000000; 2982,000000; 81,000000; 310,000000; 615,000000; 916,000000; 1217,000000; 1517,000000; 1827,000000; 2133,000000; 2443,000000; 2753,000000; 2982,000000; 81,000000; 310,000000; 615,000000; 916,000000; 1217,000000; 1517,000000; 1827,000000; 2133,000000; 2443,000000; 2753,000000; 2982,000000; 81,000000; 310,000000; 615,000000; 916,000000; 1217,000000; 1517,000000; 1827,000000; 2133,000000; 2443,000000; 2753,000000; 2982,000000; 81,000000; 310,000000; 615,000000; 916,000000; 1217,000000; 1517,000000; 1827,000000; 2133,000000; 2443,000000; 2753,000000; 2982,000000; 81,000000; 310,000000; 615,000000; 916,000000; 1217,000000; 1517,000000; 1827,000000; 2133,000000; 2443,000000; 2753,000000; 2982,000000; 81,000000; 310,000000; 615,000000; 916,000000; 1217,000000; 1517,000000; 1827,000000; 2133,000000; 2443,000000; 2753,000000; 2982,000000; 81,000000; 310,000000; 615,000000; 916,000000; 1217,000000; 1517,000000; 1827,000000; 2133,000000; 2443,000000; 2753,000000; 2982,000000; 81,000000; 310,000000; 615,000000; 916,000000; 1217,000000; 1517,000000; 1827,000000; 2133,000000; 2443,000000; 2753,000000; 2982,000000; 81,000000; 310,000000; 615,000000; 916,000000; 1217,000000; 1517,000000; 1827,000000; 2133,000000; 2443,000000; 2753,000000; 2982,000000; 81,000000; 310,000000; 615,000000; 916,000000; 1217,000000; 1517,000000; 1827,000000; 2133,000000; 2443,000000; 2753,000000; 2982,000000; 81,000000; 310,000000; 615,000000; 916,000000; 1217,000000; 1517,000000; 1827,000000; 2133,000000; 2443,000000; 2753,000000; 2982,000000
Y;-; 96,000000; 96,000000; 96,000000; 96,000000; 96,000000; 96,000000; 96,000000; 96,000000; 96,000000; 96,000000; 96,000000; 397,000000; 397,000000; 397,000000; 397,000000; 397,000000; 397,000000; 397,000000; 397,000000; 397,000000; 397,000000; 397,000000; 717,000000; 717,000000; 717,000000; 717,000000; 717,000000; 717,000000; 717,000000; 717,000000; 717,000000; 717,000000; 717,000000; 1014,000000; 1014,000000; 1014,000000; 1014,000000; 1014,000000; 1014,000000; 1014,000000; 1014,000000; 1014,000000; 1014,000000; 1014,000000; 1315,000000; 1315,000000; 1315,000000; 1315,000000; 1315,000000; 1315,000000; 1315,000000; 1315,000000; 1315,000000; 1315,000000; 1315,000000; 1630,000000; 1630,000000; 1630,000000; 1630,000000; 1630,000000; 1630,000000; 1630,000000; 1630,000000; 1630,000000; 1630,000000; 1630,000000; 1941,000000; 1941,000000; 1941,000000; 1941,000000; 1941,000000; 1941,000000; 1941,000000; 1941,000000; 1941,000000; 1941,000000; 1941,000000; 2247,000000; 2247,000000; 2247,000000; 2247,000000; 2247,000000; 2247,000000; 2247,000000; 2247,000000; 2247,000000; 2247,000000; 2247,000000; 2405,000000; 2405,000000; 2405,000000; 2405,000000; 2405,000000; 2405,000000; 2405,000000; 2405,000000; 2405,000000; 2405,000000; 2405,000000; 2558,000000; 2558,000000; 2558,000000; 2558,000000; 2558,000000; 2558,000000; 2558,000000; 2558,000000; 2558,000000; 2558,000000; 2558,000000; 2883,000000; 2883,000000; 2883,000000; 2883,000000; 2883,000000; 2883,000000; 2883,000000; 2883,000000; 2883,000000; 2883,000000; 2883,000000; 3179,000000; 3179,000000; 3179,000000; 3179,000000; 3179,000000; 3179,000000; 3179,000000; 3179,000000; 3179,000000; 3179,000000; 3179,000000; 3471,000000; 3471,000000; 3471,000000; 3471,000000; 3471,000000; 3471,000000; 3471,000000; 3471,000000; 3471,000000; 3471,000000; 3471,000000; 3791,000000; 3791,000000; 3791,000000; 3791,000000; 3791,000000; 3791,000000; 3791,000000; 3791,000000; 3791,000000; 3791,000000; 3791,000000; 4088,000000; 4088,000000; 4088,000000; 4088,000000; 4088,000000; 4088,000000; 4088,000000; 4088,000000; 4088,000000; 4088,000000; 4088,000000
XRF; As; 4381155,000000; 4459950,000000; 6956528,000000; 8702258,000000; 9670365,000000; 7172640,000000; 6761452,000000; 4688685,000000; 2283525,000000; 2100690,000000; 4860428,000000; 11359102,000000; 11897280,000000; 20965590,000000; 25871918,000000; 37088728,000000; 47729116,000000; 39745192,000000; 24831900,000000; 12248032,000000; 10637325,000000; 8179380,000000; 8458222,000000; 16601648,000000; 22730828,000000; 35270708,000000; 36942232,000000; 36452632,000000; 39517988,000000; 26230320,000000; 25836728,000000; 8857552,000000; 8645648,000000; 11821162,000000; 21562290,000000; 31272436,000000; 25229318,000000; 41505076,000000; 36672568,000000; 40979520,000000; 34103700,000000; 35954236,000000; 12147435,000000; 8515215,000000; 8803620,000000; 19198822,000000; 22307018,000000; 30166244,000000; 37222224,000000; 34514120,000000; 34631168,000000; 29376000,000000; 27202252,000000; 12606435,000000; 9422505,000000; 6627195,000000; 31903942,000000; 24807038,000000; 27094388,000000; 30629836,000000; 32854838,000000; 33560932,000000; 25999290,000000; 32246280,000000; 16854098,000000; 9061042,000000; 11653628,000000; 16702628,000000; 18037170,000000; 28725368,000000; 21409290,000000; 38539936,000000; 27896490,000000; 18279292,000000; 28347840,000000; 12100770,000000; 11142608,000000; 4189140,000000; 8706082,000000; 6135682,000000; 5197792,000000; 11865532,000000; 9217485,000000; 7731855,000000; 7097288,000000; 26271248,000000; 10019205,000000; 8258175,000000; 5080748,000000; 22221338,000000; 26658338,000000; 23523368,000000; 19210680,000000; 31029548,000000; 18759712,000000; 35539604,000000; 30318480,000000; 16838798,000000; 18532124,000000; 7143188,000000; 25905960,000000; 22334176,000000; 20605658,000000; 30447764,000000; 27714038,000000; 21055478,000000; 27837584,000000; 32051970,000000; 18018428,000000; 37475820,000000; 9303165,000000; 18809820,000000; 28518052,000000; 17369708,000000; 22208716,000000; 27125752,000000; 23054804,000000; 42223792,000000; 25081672,000000; 10668690,000000; 13649130,000000; 11392762,000000; 18272408,000000; 33425910,000000; 21101760,000000; 13478152,000000; 18692010,000000; 37610080,000000; 13151880,000000; 40297520,000000; 10931850,000000; 14570572,000000; 9577418,000000; 5220742,000000; 14930122,000000; 23645768,000000; 20233102,000000; 26438400,000000; 39127072,000000; 11465820,000000; 25292048,000000; 11776792,000000; 6546488,000000; 8645648,000000; 8701492,000000; 15425842,000000; 29142676,000000; 23392552,000000; 27342248,000000; 42696944,000000; 10236082,000000; 31747882,000000; 16294118,000000; 5126265,000000; 6726645,000000; 10439190,000000; 9703260,000000; 15502725,000000; 23207422,000000; 42932184,000000; 37078020,000000; 41610264,000000; 21350768,000000; 8271945,000000; 11133810,000000
XRF; Ba; 281520,000000; 353048,000000; 626152,000000; 862155,000000; 1120342,000000; 839205,000000; 705330,000000; 341572,000000; 203490,000000; 230265,000000; 852592,000000; 3061148,000000; 2626245,000000; 4111492,000000; 4451152,000000; 6479932,000000; 8451720,000000; 8147632,000000; 3520912,000000; 3010275,000000; 3388568,000000; 2422755,000000; 2272815,000000; 2571548,000000; 2963992,000000; 6103170,000000; 5528655,000000; 5806350,000000; 6040058,000000; 3967672,000000; 4486342,000000; 2811375,000000; 2274728,000000; 3317422,000000; 3552278,000000; 3926745,000000; 3555720,000000; 6007928,000000; 4912448,000000; 6082132,000000; 5819738,000000; 6133005,000000; 3999420,000000; 2529472,000000; 2877548,000000; 2882138,000000; 3586320,000000; 4821030,000000; 5675152,000000; 4333342,000000; 5407785,000000; 4279028,000000; 5479695,000000; 3366000,000000; 2573078,000000; 2078888,000000; 5605920,000000; 3145680,000000; 4187992,000000; 3976088,000000; 4052588,000000; 5137740,000000; 4180342,000000; 6137595,000000; 4222800,000000; 2382592,000000; 3457800,000000; 3029018,000000; 2496578,000000; 3693420,000000; 3559545,000000; 4930425,000000; 3300975,000000; 3063060,000000; 5544338,000000; 2817112,000000; 2700068,000000; 946305,000000; 3320482,000000; 2066648,000000; 1676880,000000; 4062532,000000; 2703892,000000; 2377620,000000; 2351228,000000; 7092315,000000; 2646900,000000; 2508818,000000; 1207170,000000; 5053208,000000; 3533918,000000; 3026340,000000; 2553570,000000; 3409222,000000; 2515320,000000; 3882375,000000; 4601858,000000; 4869225,000000; 5210415,000000; 1999710,000000; 4447710,000000; 3011422,000000; 2644222,000000; 3308242,000000; 4437765,000000; 2728372,000000; 5652968,000000; 5833508,000000; 5521005,000000; 7290450,000000; 1760265,000000; 2286202,000000; 3903030,000000; 2193255,000000; 2837002,000000; 3601238,000000; 2556248,000000; 6635610,000000; 3980678,000000; 2915415,000000; 2903175,000000; 2068560,000000; 2376855,000000; 4585028,000000; 2493518,000000; 2198610,000000; 1705185,000000; 4199468,000000; 2287732,000000; 5665208,000000; 2684002,000000; 4310392,000000; 1703272,000000; 941715,000000; 1780155,000000; 3282998,000000; 2189430,000000; 2477452,000000; 5078835,000000; 1649340,000000; 3277260,000000; 2021895,000000; 3164805,000000; 2195168,000000; 2451825,000000; 2058232,000000; 4252252,000000; 2606355,000000; 3268462,000000; 5540512,000000; 1577430,000000; 6299010,000000; 3805110,000000; 1915560,000000; 1404158,000000; 2179102,000000; 2237242,000000; 2145442,000000; 3093660,000000; 5556960,000000; 5104080,000000; 5875200,000000; 4019310,000000; 1876162,000000; 3938220,000000
XRF; Ca; 17249984,000000; 6232072,000000; 3531240,000000; 4048380,000000; 4064445,000000; 4094280,000000; 7060185,000000; 5971972,000000; 33492082,000000; 50715676,000000; 21400876,000000; 7269030,000000; 7697048,000000; 6150600,000000; 3807788,000000; 1815728,000000; 989910,000000; 2820555,000000; 5532480,000000; 5327842,000000; 5258992,000000; 5379480,000000; 7457220,000000; 6707902,000000; 4846275,000000; 3059235,000000; 1965668,000000; 2589525,000000; 3874342,000000; 4397985,000000; 4729612,000000; 5528655,000000; 5412758,000000; 28620562,000000; 20853518,000000; 3080272,000000; 18780368,000000; 1154002,000000; 1173128,000000; 1895670,000000; 4571640,000000; 4460715,000000; 5706900,000000; 4342140,000000; 19428704,000000; 17347904,000000; 5754712,000000; 3464302,000000; 2780775,000000; 1822612,000000; 2635808,000000; 4139415,000000; 5115172,000000; 5971590,000000; 4636282,000000; 33755624,000000; 4090455,000000; 5052442,000000; 4253400,000000; 3917182,000000; 3332340,000000; 8075340,000000; 4641638,000000; 3184695,000000; 4683330,000000; 14214465,000000; 48418760,000000; 37840344,000000; 13443728,000000; 7263675,000000; 33785080,000000; 3066885,000000; 18451418,000000; 29758118,000000; 3533152,000000; 4676445,000000; 10952122,000000; 58921832,000000; 45810496,000000; 50390932,000000; 43278344,000000; 5313690,000000; 42811696,000000; 52306112,000000; 53348424,000000; 4008600,000000; 39609788,000000; 31558544,000000; 40074144,000000; 7737975,000000; 11051190,000000; 9440100,000000; 33929280,000000; 5477782,000000; 48757656,000000; 3236715,000000; 24043950,000000; 16755030,000000; 4083188,000000; 48137240,000000; 2956342,000000; 14303205,000000; 19128060,000000; 4791195,000000; 16482308,000000; 31309538,000000; 16507552,000000; 7593008,000000; 1296675,000000; 1433610,000000; 7076632,000000; 7848135,000000; 6036998,000000; 5856458,000000; 37644120,000000; 6221362,000000; 28105336,000000; 955485,000000; 18917302,000000; 16122758,000000; 12990465,000000; 6443978,000000; 40099388,000000; 7651912,000000; 5550840,000000; 57958312,000000; 7310722,000000; 4164660,000000; 10529842,000000; 738608,000000; 42498428,000000; 5830065,000000; 17380036,000000; 8372925,000000; 9237758,000000; 15718838,000000; 24122744,000000; 7964798,000000; 2970495,000000; 14780565,000000; 3912592,000000; 55937948,000000; 89079280,000000; 41005528,000000; 29297970,000000; 26257478,000000; 5450242,000000; 38913256,000000; 37175176,000000; 2487398,000000; 18588352,000000; 8450190,000000; 34238340,000000; 95636856,000000; 69693032,000000; 39019592,000000; 9487912,000000; 37298720,000000; 36344768,000000; 1673055,000000; 1649340,000000; 1610708,000000; 48858640,000000; 51034296,000000; 43997828,000000
XRF; Cd; 45900,000000; 63495,000000; 92565,000000; 130050,000000; 173655,000000; 128138,000000; 112072,000000; 60818,000000; 47812,000000; 35955,000000; 96008,000000; 190102,000000; 180540,000000; 275400,000000; 250538,000000; 445612,000000; 724072,000000; 604732,000000; 273488,000000; 201578,000000; 184748,000000; 181305,000000; 192780,000000; 187808,000000; 250155,000000; 457852,000000; 450585,000000; 458618,000000; 479655,000000; 365288,000000; 331628,000000; 195075,000000; 185512,000000; 244418,000000; 216495,000000; 349605,000000; 275400,000000; 765382,000000; 459000,000000; 551565,000000; 575662,000000; 491130,000000; 284580,000000; 156060,000000; 170978,000000; 223762,000000; 188572,000000; 332392,000000; 462442,000000; 453645,000000; 537030,000000; 360698,000000; 358402,000000; 293378,000000; 196988,000000; 115515,000000; 346928,000000; 252832,000000; 371025,000000; 335452,000000; 410040,000000; 404302,000000; 335452,000000; 411188,000000; 353430,000000; 171742,000000; 244418,000000; 190102,000000; 173655,000000; 335835,000000; 261248,000000; 462825,000000; 279608,000000; 205020,000000; 309442,000000; 203490,000000; 192015,000000; 80325,000000; 200430,000000; 142290,000000; 100215,000000; 274635,000000; 193162,000000; 173272,000000; 169830,000000; 535882,000000; 189720,000000; 133110,000000; 104422,000000; 296820,000000; 234855,000000; 195458,000000; 153382,000000; 251685,000000; 183600,000000; 346545,000000; 314415,000000; 286110,000000; 393592,000000; 172125,000000; 288405,000000; 211522,000000; 150705,000000; 227205,000000; 306765,000000; 166770,000000; 267368,000000; 425722,000000; 457852,000000; 643365,000000; 163710,000000; 148028,000000; 249008,000000; 115515,000000; 213435,000000; 268515,000000; 157208,000000; 585608,000000; 256275,000000; 220320,000000; 189338,000000; 180158,000000; 142290,000000; 364905,000000; 162180,000000; 119340,000000; 113602,000000; 550418,000000; 102892,000000; 523260,000000; 157972,000000; 244800,000000; 367582,000000; 193162,000000; 106335,000000; 289170,000000; 174420,000000; 225292,000000; 489600,000000; 74588,000000; 206932,000000; 118575,000000; 171742,000000; 135788,000000; 136170,000000; 98302,000000; 395888,000000; 231412,000000; 316710,000000; 531292,000000; 83002,000000; 390532,000000; 279608,000000; 137700,000000; 110160,000000; 112455,000000; 115898,000000; 132728,000000; 212670,000000; 577958,000000; 618502,000000; 505665,000000; 239062,000000; 149940,000000; 209610,000000
XRF; Co; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 1125698,000000; 765765,000000; 278078,000000; 314415,000000; 367200,000000; 410805,000000; 386325,000000; 0,000000; 0,000000; 0,000000; 332775,000000; 299880,000000; 495338,000000; 181305,000000; 335452,000000; 605115,000000; 0,000000; 0,000000; 0,000000; 689648,000000; 0,000000; 0,000000; 328185,000000; 301792,000000; 101745,000000; 0,000000; 0,000000; 9657360,000000; 685058,000000; 0,000000; 300262,000000; 0,000000; 0,000000; 0,000000; 222998,000000; 255128,000000; 0,000000; 0,000000; 7105320,000000; 320535,000000; 0,000000; 307148,000000; 0,000000; 360315,000000; 249390,000000; 139230,000000; 180922,000000; 0,000000; 818168,000000; 374850,000000; 347310,000000; 724072,000000; 0,000000; 0,000000; 311738,000000; 0,000000; 0,000000; 124695,000000; 0,000000; 0,000000; 780682,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 171742,000000; 204255,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 173272,000000; 0,000000; 0,000000; 0,000000; 0,000000; 1385032,000000; 0,000000; 2003535,000000; 0,000000; 0,000000; 0,000000; 0,000000; 247860,000000; 0,000000; 3668175,000000; 498780,000000; 0,000000; 3223328,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 1276020,000000; 3370972,000000; 300262,000000; 302558,000000; 0,000000; 1523498,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 3318952,000000; 418455,000000; 730575,000000; 0,000000; 819698,000000; 3743528,000000; 0,000000; 5225715,000000; 0,000000; 0,000000; 0,000000; 0,000000; 120488,000000; 8647178,000000; 0,000000; 0,000000; 3190815,000000; 0,000000; 4471425,000000; 988762,000000; 0,000000; 0,000000; 0,000000; 622328,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 8172112,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000
XRF; Cr; 0,000000; 70762,000000; 0,000000; 0,000000; 12622,000000; 0,000000; 100215,000000; 189720,000000; 12093502,000000; 11217960,000000; 3214530,000000; 0,000000; 50490,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 11475,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 17212,000000; 16830,000000; 0,000000; 0,000000; 0,000000; 0,000000; 180540,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 61582,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 427252,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 9562,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 102510,000000; 0,000000; 0,000000; 21802,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 877072,000000; 11858,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 482332,000000; 1106190,000000; 56992,000000; 0,000000; 0,000000; 19508,000000; 0,000000; 38632,000000; 0,000000; 291082,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 106718,000000; 0,000000; 0,000000; 0,000000; 31365,000000; 0,000000; 0,000000; 183600,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000
XRF; Cu; 2015392,000000; 634185,000000; 668228,000000; 574132,000000; 184748,000000; 30218,000000; 90270,000000; 440640,000000; 281138,000000; 610470,000000; 1087830,000000; 0,000000; 70762,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 168682,000000; 0,000000; 0,000000; 0,000000; 162945,000000; 0,000000; 0,000000; 38632,000000; 89122,000000; 0,000000; 0,000000; 451350,000000; 94860,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 76500,000000; 0,000000; 348840,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 79560,000000; 133492,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 75735,000000; 0,000000; 0,000000; 0,000000; 138465,000000; 0,000000; 0,000000; 0,000000; 0,000000; 86828,000000; 0,000000; 0,000000; 78030,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 0,000000; 47812,000000; 98302,000000; 0,000000; 0,000000; 0,000000; 110925,000000; 0,000000; 167152,000000; 0,000000; 0,000000; 146880,000000; 80708,000000; 101745,000000; 55462,000000; 177098,000000; 70380,000000; 0,000000; 219555,000000; 0,000000; 182835,000000; 114368,000000; 0,000000; 0,000000; 0,000000; 96008,000000; 182452,000000; 0,000000; 309825,000000; 126608,000000; 169448,000000; 178628,000000; 0,000000; 0,000000; 0,000000; 278078,000000; 165240,000000; 66938,000000; 0,000000; 432225,000000; 69998,000000; 240210,000000; 0,000000; 299880,000000; 0,000000; 0,000000; 212670,000000; 68850,000000; 58140,000000; 401242,000000; 0,000000; 0,000000; 183218,000000; 0,000000; 340808,000000; 111308,000000; 0,000000; 65408,000000; 117045,000000; 51255,000000; 63495,000000; 0,000000; 101745,000000; 162562,000000; 0,000000; 430695,000000; 0,000000; 0,000000; 60052,000000; 63878,000000; 66172,000000; 0,000000; 118958,000000; 164475,000000; 0,000000; 0,000000; 0,000000; 90270,000000; 0,000000; 107100,000000
XRF; Fe; 3388950,000000; 2397510,000000; 2656845,000000; 2015010,000000; 1400715,000000; 1501695,000000; 1834088,000000; 1635570,000000; 3181635,000000; 2952135,000000; 5568435,000000; 2083860,000000; 1454265,000000; 2555865,000000; 4443120,000000; 3761888,000000; 5034848,000000; 2616300,000000; 1959165,000000; 1642455,000000; 1393448,000000; 1616828,000000; 1542240,000000; 2020365,000000; 1764472,000000; 12166178,000000; 2013862,000000; 3824618,000000; 3431025,000000; 4799992,000000; 2602912,000000; 1630215,000000; 1741905,000000; 7513830,000000; 15957900,000000; 7654972,000000; 13583722,000000; 3028635,000000; 1590435,000000; 2812905,000000; 3803198,000000; 1829880,000000; 1754145,000000; 2634660,000000; 16613505,000000; 13259745,000000; 10282748,000000; 2980058,000000; 2631982,000000; 1858950,000000; 2055938,000000; 2907382,000000; 3337312,000000; 1318095,000000; 1760648,000000; 11777940,000000; 9443925,000000; 2208555,000000; 2119815,000000; 3373268,000000; 2828588,000000; 31638870,000000; 3415725,000000; 1936598,000000; 2576902,000000; 6161692,000000; 13546620,000000; 22061070,000000; 42323240,000000; 20963678,000000; 28996560,000000; 7755952,000000; 8031352,000000; 13701150,000000; 4417492,000000; 3086392,000000; 6119618,000000; 4834035,000000; 9124155,000000; 6041588,000000; 7024612,000000; 5191290,000000; 5851102,000000; 8805150,000000; 7858462,000000; 6598890,000000; 6062625,000000; 12314205,000000; 6228248,000000; 10903162,000000; 12637035,000000; 7363890,000000; 8214188,000000; 10662952,000000; 9495180,000000; 16046258,000000; 17368942,000000; 13121662,000000; 4925452,000000; 7809885,000000; 3999802,000000; 9274478,000000; 16004948,000000; 11754225,000000; 4902502,000000; 20390692,000000; 23805652,000000; 8734005,000000; 547358,000000; 0,000000; 2232270,000000; 5955525,000000; 7833600,000000; 7156192,000000; 15138202,000000; 10697378,000000; 16322422,000000; 1822230,000000; 10472085,000000; 10163408,000000; 10933380,000000; 3990240,000000; 9495180,000000; 10345860,000000; 3545775,000000; 12569715,000000; 9589275,000000; 5582588,000000; 6146775,000000; 3592822,000000; 17253044,000000; 7300778,000000; 21554258,000000; 5924160,000000; 9723915,000000; 30238156,000000; 15160770,000000; 6247372,000000; 0,000000; 5807880,000000; 9268740,000000; 21725618,000000; 27321976,000000; 10814805,000000; 9895275,000000; 33744152,000000; 12698618,000000; 9022792,000000; 13117838,000000; 0,000000; 9555232,000000; 17139442,000000; 38823368,000000; 15719985,000000; 12352838,000000; 9688342,000000; 8639910,000000; 9114210,000000; 12366990,000000; 0,000000; 0,000000; 0,000000; 8010315,000000; 3997890,000000; 8850285,000000
